"latitude","longitude","latlng_geom","postcount","usercount"
"40.6403","22.9439","0101000020E6100000C4B12E6EA3F136407DD0B359F5514440",11,9
"39.37375357","26.30326376","0101000020E610000012439BB1A24D3A40E5F42F28D7AF4340",11,9
"52.1296344","1.4282692","0101000020E61000003425FECD30DAF63FE2372ADC97104A40",11,1
"45.4536705","9.2149401","0101000020E6100000AC32F8A00C6E22407A54FCDF11BA4640",10,1
"45.42916667","12.34333333","0101000020E61000001CF4DF62C9AF28407417F6EEEEB64640",10,1
"36.721949","-4.3760171","0101000020E610000072F26CA00A8111C0A13028D3685C4240",10,1
"38.1167","13.3667","0101000020E6100000EBE2361AC0BB2A40BBB88D06F00E4340",10,8
"50.95","6.9667","0101000020E61000003D2CD49AE6DD1B409A99999999794940",10,8
"41.65511015","-4.71971073","0101000020E61000009DB87FD9FBE012C08AC33EA6DAD34440",10,1
"44.808611","20.455556","0101000020E6100000207F69519F743440CA17B49080674640",10,1
"54.51835675","9.36932969","0101000020E6100000D0FBF7C718BD22409774948359424B40",10,1
"53.39513","-2.59032","0101000020E6100000D46531B1F9B804C091D5AD9E93B24A40",10,1
"39.10501781","26.55462244","0101000020E61000007F6D79BCFB8D3A4049B93D39718D4340",10,5
"43.77139099","11.25222272","0101000020E6100000956A1B5623812640523DA1F0BCE24540",10,4
"49.21042922","3.74425224","0101000020E6100000AC32B6843AF40D40EB023D58EF9A4840",9,1
"52.3777","4.9001","0101000020E6100000B6847CD0B39913407FD93D7958304A40",9,8
"53.3478","-6.2597","0101000020E6100000B515FBCBEE0919C03FC6DCB584AC4A40",9,6
"48.15","11.5833","0101000020E61000007B832F4CA62A27403333333333134840",9,7
"43","12","0101000020E610000000000000000028400000000000804540",9,6
"37.983","-1.1302","0101000020E6100000F7065F984C15F2BFE7FBA9F1D2FD4240",9,1
"45.0667","7.7","0101000020E6100000CDCCCCCCCCCC1E40545227A089884640",9,5
"51.5141","-0.1094","0101000020E6100000C4B12E6EA301BCBFD26F5F07CEC14940",9,8
"54.528016","9.534257","0101000020E610000072512D228A112340E3E13D0796434B40",9,1
"39.1333","26.5167","0101000020E6100000DCD7817346843A40454772F90F914340",9,7
"38.10803","15.64722","0101000020E61000005EA27A6B604B2F40527E52EDD30D4340",9,1
"53.7997","-1.5492","0101000020E610000044696FF085C9F8BF3C4ED1915CE64A40",9,9
"52.3731","4.8922","0101000020E6100000FDF675E09C9113409D11A5BDC12F4A40",9,9
"45.45231284","9.2523077","0101000020E6100000D60E90792E81224031AE1B63E5B94640",9,5
"43.77137502","11.25187668","0101000020E61000003B73EEFAF5802640F9ECA96ABCE24540",8,4
"50.9434461","6.8777891","0101000020E61000001F245525DB821B40F68480D7C2784940",8,1
"41.4103822","2.1941695","0101000020E61000009E0B23BDA88D014026EE676787B44440",8,2
"41.36443095","2.15271827","0101000020E6100000AD36395BC43801403AF361ACA5AE4440",8,4
"44.5075","11.3514","0101000020E6100000F9A067B3EAB32640295C8FC2F5404640",8,8
"39.10440001","26.56119222","0101000020E61000006DAB174BAA8F3A407753C2FA5C8D4340",8,2
"41.3894","2.1683","0101000020E61000009B559FABAD580140FD87F4DBD7B14440",8,5
"45.4386","12.3267","0101000020E6100000D734EF3845A728404703780B24B84640",8,8
"52.8","-2.1","0101000020E6100000CDCCCCCCCCCC00C06666666666664A40",8,1
"53.956784","14.17085637","0101000020E610000032ED727C7A572C4004ABEAE577FA4A40",8,5
"43.77993685","11.22565958","0101000020E6100000194208A789732640FED87FF8D4E34540",8,5
"40.35910436","-3.4953768","0101000020E6100000BA93991C88F60BC08806B521F72D4440",8,4
"37.3828","-5.97317","0101000020E610000014CB2DAD86E417C054742497FFB04240",8,1
"39.4702","-0.376805","0101000020E6100000AF08FEB7921DD8BF234A7B832FBC4340",8,1
"51.61464","4.76864","0101000020E6100000FB96395D161313401F680586ACCE4940",8,1
"50.9434705","6.8778184","0101000020E6100000E54E9FD3E2821B40D11E2FA4C3784940",8,1
"54.4017449","13.61425874","0101000020E6100000122A1F1F803A2B40DA6A7B606C334B40",8,2
"37.98541053","23.73208849","0101000020E6100000F953BA266ABB3740F5BDA7EE21FE4240",8,1
"50.96526207","1.90229908","0101000020E610000065F9FC28D16FFE3F115C1FB58D7B4940",8,5
"53.4290566","-2.2407884","0101000020E6100000A10CFA7722ED01C00591A053EBB64A40",8,1
"53.47916667","-2.24416667","0101000020E6100000C362B3A70DF401C0DA7D5C5555BD4A40",8,7
"52.9492","-1.1439","0101000020E6100000764F1E166A4DF2BF7DAEB6627F794A40",8,1
"40.6667","-3.76667","0101000020E6100000359886E123220EC0211FF46C56554440",7,2
"43.39551673","10.88811561","0101000020E6100000C008D816B7C62540782FCE4AA0B24540",7,2
"53.4196","-8.2406","0101000020E6100000D0D556EC2F7B20C068B3EA73B5B54A40",7,1
"50.7412","7.10195","0101000020E61000000E4FAF9465681C40C9E53FA4DF5E4940",7,2
"43.7833","11.25","0101000020E61000000000000000802640787AA52C43E44540",7,7
"51.5160641","-0.1116833","0101000020E6100000356502D94697BCBFE11170630EC24940",7,1
"52.35724","9.61035","0101000020E61000002A3A92CB7F3823405969520ABA2D4A40",7,1
"44.8","10.3333","0101000020E61000007B832F4CA6AA24406666666666664640",7,1
"59.3307","18.0605","0101000020E6100000736891ED7C0F3240C364AA6054AA4D40",7,3
"51.47934438","-0.06096239","0101000020E6100000DB07AC5E7636AFBF8ACF19285BBD4940",7,6
"51.73525082","0.46587951","0101000020E610000075E5D44AF8D0DD3FEB20E9B21CDE4940",7,4
"40.54117456","-3.61385288","0101000020E6100000493EE1B22BE90CC048503E3545454440",7,1
"40.41935903","-3.69283328","0101000020E61000007B71B92CEC8A0DC0EF90838EAD354440",7,7
"50.7218","-3.5336","0101000020E6100000302AA913D0440CC05C2041F1635C4940",7,5
"47.4719","19.0503","0101000020E610000022FDF675E00C3340BF7D1D3867BC4740",7,6
"41.3888","2.1681","0101000020E61000002AA913D044580140A857CA32C4B14440",7,5
"51.46535279","-0.11480406","0101000020E6100000C1E42583CC63BDBF801323AE90BB4940",7,2
"53.94064","14.19241","0101000020E6100000C3D8429083622C409CA73AE466F84A40",7,5
"38.36661","26.12856","0101000020E6100000E292E34EE9203A407B319413ED2E4340",7,1
"41.11666667","22.51666667","0101000020E61000004E955244448436407417F6EEEE8E4440",7,3
"44.4111","8.9328","0101000020E6100000E86A2BF697DD21405BB1BFEC9E344640",7,6
"40.419","-3.6921","0101000020E6100000287E8CB96B890DC01283C0CAA1354440",7,7
"40.9919","22.8708","0101000020E6100000575BB1BFECDE364082734694F67E4440",7,4
"59.3322","18.0624","0101000020E610000039454772F90F324098DD938785AA4D40",7,1
"40.43270598","-3.69734598","0101000020E6100000CDC610212A940DC01B71D8E862374440",7,2
"46.22044","6.1412","0101000020E6100000E3C798BB96901840795DBF60371C4740",7,4
"37.9861","23.7321","0101000020E6100000CF66D5E76ABB3740F54A598638FE4240",7,6
"59.35","18.0667","0101000020E6100000A9A44E4013113240CDCCCCCCCCAC4D40",7,6
"52.4796","-1.903","0101000020E6100000A69BC420B072FEBFAF946588633D4A40",7,6
"36.8283483","10.31365284","0101000020E6100000EE31E41A97A024403E192D51076A4240",6,1
"48.89722222","2.35916667","0101000020E6100000AFB46BC692DF024080127E2DD8724840",6,6
"51.47105277","-0.45877492","0101000020E61000004400687B915CDDBF8CEB08754BBC4940",6,1
"46.22078669","6.14095803","0101000020E610000098D5434D579018409678FEBC421C4740",6,4
"41.15","-8.61667","0101000020E610000040D9942BBC3B21C03333333333934440",6,6
"51.48","-3.17","0101000020E61000005C8FC2F5285C09C03D0AD7A370BD4940",6,4
"44.79672","10.32101","0101000020E6100000BF60376C5BA42440D908C4EBFA654640",6,1
"38.20018","-1.70635","0101000020E61000003E7958A8354DFBBF1AA88C7F9F194340",6,1
"38.71603362","-9.13376842","0101000020E610000073465A4B7D4422C0455E5AFDA65B4340",6,1
"50.9434817","6.8778244","0101000020E6100000F6854666E4821B40EFEF2202C4784940",6,1
"52.3080143","4.76553606","0101000020E61000004D6F56AFE80F1340A59938036D274A40",6,6
"40.41989652","-3.70210519","0101000020E610000006376B53E99D0DC0578D4E2BBF354440",6,6
"40.6837","23.2786","0101000020E610000065AA6054524737403A234A7B83574440",6,2
"45.65316625","9.18280326","0101000020E6100000B89A8E63985D2240EC4CA1F39AD34640",6,1
"50.9970936","2.2900477","0101000020E61000007B3D4E8704520240848659C3A07F4940",6,5
"50.9531","1.85316","0101000020E6100000F415A4198BA6FD3FA7E8482EFF794940",6,5
"41.73917","12.27842","0101000020E6100000CA1AF5108D8E28409817601F9DDE4440",6,1
"51.2333","6.7833","0101000020E6100000C3D32B6519221B4012143FC6DC9D4940",6,3
"50.5178299","5.24003","0101000020E61000004B3CA06CCAF514400BB20A4048424940",6,1
"50.7333","7.1","0101000020E61000006666666666661C4012143FC6DC5D4940",6,2
"50.82077473","-0.14088421","0101000020E610000096843C697E08C2BFDA5D77250F694940",6,6
"50.9434741","6.8778346","0101000020E61000006030C912E7821B40C00F62C2C3784940",6,1
"53.9667","14.1667","0101000020E6100000857CD0B359552C4088855AD3BCFB4A40",6,5
"51.13367266","4.44421951","0101000020E6100000D4C7AE7AE1C61140E0888B2F1C914940",6,1
"51.50094057","-0.12450685","0101000020E610000024C3E050AEDFBFBFDEB112D21EC04940",6,5
"40.41936967","-3.69280655","0101000020E6100000FFA21529DE8A0DC0CBCAC4E7AD354440",6,6
"52.48825387","-1.90247094","0101000020E6100000FD3E4E5E8570FEBFD1E5511A7F3E4A40",6,3
"55.9467","-3.1853","0101000020E61000002497FF907E7B09C0C58F31772DF94B40",6,3
"39.13442735","25.93205541","0101000020E61000008702F02E9BEE39400FF857EA34914340",6,1
"51.4526","-2.6015","0101000020E61000001D5A643BDFCF04C0B515FBCBEEB94940",6,6
"49.9833","3.65","0101000020E61000003333333333330D4012143FC6DCFD4840",6,1
"48.67916368","2.71340648","0101000020E6100000F9D5E2740EB50540921DE1D5EE564840",6,5
"50.9475","1.85555556","0101000020E610000084C6E1065BB0FD3FE17A14AE47794940",6,6
"37.3877","-6.0018","0101000020E6100000FD87F4DBD70118C061545227A0B14240",6,1
"45.53240833","10.21278333","0101000020E6100000CCF7C6EFF16C2440E7BBC6F425C44640",6,1
"53.94273247","14.19053578","0101000020E6100000BDA2DFE78D612C407FC32375ABF84A40",6,4
"48.96338108","2.19296079","0101000020E6100000BEAED3062F8B0140B3173C12507B4840",5,1
"50.9635941","1.84226543","0101000020E61000000B6CC650EB79FD3F2D0F2D0D577B4940",5,4
"49.97422","9.14714","0101000020E6100000ECDD1FEF554B2240F88DAF3DB3FC4840",5,1
"53.47951781","-2.24517604","0101000020E610000097800CDB1EF601C057E6EFD660BD4A40",5,5
"41.12096048","1.24311298","0101000020E61000006354A56FCAE3F33FAFDA0CA27B8F4440",5,1
"50.82748","-0.13543","0101000020E610000012DA722EC555C1BF0B0C59DDEA694940",5,2
"53.23432959","-0.53724331","0101000020E6100000B83BCEE11831E1BF7EC41283FE9D4A40",5,2
"37.3772","-5.98694","0101000020E6100000FB743C66A0F217C08E06F01648B04240",5,5
"41.65","-4.71667","0101000020E6100000E71890BDDEDD12C03333333333D34440",5,3
"45.22284297","9.13977909","0101000020E6100000E56DF81F914722409225521E869C4640",5,1
"36.50913115","-4.89648087","0101000020E6100000FB8EC814FF9513C0FC4FA3352B414240",5,2
"43.2687","-2.9461","0101000020E6100000FDF675E09C9107C0B537F8C264A24540",5,1
"51.5054","7.50118","0101000020E61000001AA3755435011E40FFB27BF2B0C04940",5,1
"54.555771","9.403835","0101000020E6100000D8F50B76C3CE224059880E8123474B40",5,1
"51.3192","-0.5453","0101000020E6100000174850FC1873E1BF0D71AC8BDBA84940",5,2
"50.9434746","6.8778146","0101000020E610000027CE9BD4E1821B40A8CD93C6C3784940",5,1
"41.3853","2.17693","0101000020E610000043739D465A6A01400C93A98251B14440",5,5
"52.48828196","-1.90261317","0101000020E6100000166CE1811A71FEBFA1B6F405803E4A40",5,1
"39.10603714","26.559004","0101000020E61000004C55DAE21A8F3A400E3B00A0928D4340",5,1
"50.9433774","6.8775666","0101000020E6100000663F9CD1A0821B408C643497C0784940",5,1
"39.13419243","26.50331548","0101000020E6100000A92B8648D9803A40421CB1372D914340",5,1
"40.786436","-3.70596596","0101000020E61000005F50327BD1A50DC0D33252EFA9644440",5,1
"40.41787672","-3.70937838","0101000020E610000037B77492CEAC0DC07314FFFB7C354440",5,1
"51.45","-2.58333","0101000020E6100000983446EBA8AA04C09A99999999B94940",5,5
"40.4378698","-3.819622","0101000020E61000002AA8A8FA958E0EC0FA731B1E0C384440",5,1
"38.20726738","13.32634163","0101000020E6100000BF58084016A72A405550CDBC871A4340",5,1
"53.54611111","9.96666667","0101000020E610000003910BEFEEEE234054B706F8E6C54A40",5,5
"42.3748003","9.529965","0101000020E61000009E0C8E92570F2340F783CB74F92F4540",5,2
"41.84227278","1.88095336","0101000020E61000006205E88C6218FE3F9C342E98CFEB4440",5,4
"55.92599904","-4.46448551","0101000020E6100000DDA9EB16A2DB11C0B576F42287F64B40",5,1
"54.25906727","12.24191308","0101000020E61000003626FE07DC7B2840980EC61D29214B40",5,4
"45.3833","11.05","0101000020E61000009A99999999192640454772F90FB14640",5,1
"53.5497","10.0202","0101000020E610000027C286A7570A24403C4ED1915CC64A40",5,1
"51.0806","13.6911","0101000020E6100000FD87F4DBD7612B405F07CE19518A4940",5,1
"51.4196","12.4258","0101000020E61000000B46257502DA284068B3EA73B5B54940",5,1
"38.2785338","-0.69140911","0101000020E61000002D6873FF0520E6BF51EADCFEA6234340",5,1
"51.50805556","-0.12805556","0101000020E610000002AF22E51F64C0BF2060EFF607C14940",5,5
"45.0702","7.6777","0101000020E61000002EFF21FDF6B51E40F0164850FC884640",5,4
"37.28704","13.52816","0101000020E6100000581CCEFC6A0E2B4069520ABABDA44240",5,1
"54.00035","10.77897","0101000020E61000005721E527D58E2540DC4603780B004B40",5,3
"53.23441361","-0.5374255","0101000020E6100000952A51F69632E1BFF957E243019E4A40",5,2
"51.50841192","0.03872573","0101000020E61000004E3ABADFDBD3A33FF6A54CA413C14940",5,1
"55.6761","12.5683","0101000020E610000034A2B437F8222940AD69DE718AD64B40",5,3
"39.11245581","26.49950535","0101000020E6100000526D2695DF7F3A40FC18B5F3648E4340",5,3
"50.10145888","14.43259133","0101000020E61000002BC45D9C7CDD2C4091BEC59AFC0C4940",5,3
"49.4687","8.50657","0101000020E6100000FA449E245D0321404ED1915CFEBB4840",5,1
"41.42441714","2.19229907","0101000020E6100000169C4518D4890140B814044D53B64440",5,1
"54.38246314","13.69839371","0101000020E61000003D5D40DC93652B40DC1C5B8DF4304B40",5,3
"39.5715","2.6469","0101000020E61000005B423EE8D92C0540FED478E926C94340",5,1
"36.7183","-4.4202","0101000020E6100000E71DA7E848AE11C0C05B2041F15B4240",5,1
"53.7945","-1.5466","0101000020E6100000C9E53FA4DFBEF8BF04560E2DB2E54A40",5,1
"51.4853","-3.1867","0101000020E61000003C4ED1915C7E09C0D95F764F1EBE4940",5,5
"60.1695","24.9354","0101000020E6100000ACADD85F76EF384004560E2DB2154E40",5,1
"57","-5","0101000020E610000000000000000014C00000000000804C40",5,4
"41.3857","2.17","0101000020E61000005C8FC2F5285C01409A081B9E5EB14440",5,1
"45.7833","9.08333","0101000020E6100000268DD13AAA2A2240787AA52C43E44640",5,4
"51.5203552","-0.079098","0101000020E610000078D32D3BC43FB4BFDA26CBFF9AC24940",5,1
"51.50416667","-0.12638889","0101000020E6100000D55990DA822DC0BF0DB18F8888C04940",5,5
"40.54741","-3.62536","0101000020E6100000FFCF61BEBC000DC06EC0E78711464440",5,1
"55.858","-4.259","0101000020E6100000F0A7C64B370911C0E7FBA9F1D2ED4B40",5,4
"53.68258","-1.50336","0101000020E61000003DD52137C30DF8BFAC730CC85ED74A40",5,2
"39.3667","26.1667","0101000020E6100000423EE8D9AC2A3A40BBB88D06F0AE4340",5,5
"51.47926899","-0.06084063","0101000020E6100000476F3CC88026AFBFBB04AFAF58BD4940",5,5
"50.1163","8.68151","0101000020E61000003ECBF3E0EE5C21402D431CEBE20E4940",4,1
"48.8386094","2.37954567","0101000020E610000043E87F3D4F090340218F858D576B4840",4,1
"52.5383413","13.3562218","0101000020E6100000983E2AB462B62A4006CB225EE8444A40",4,1
"49.0114","8.36116","0101000020E6100000293FA9F6E9B820405396218E75814840",4,1
"37.1833","-3.6","0101000020E6100000CDCCCCCCCCCC0CC0ACADD85F76974240",4,4
"37.49152907","15.09864824","0101000020E61000004637A90582322E407657B06CEABE4240",4,1
"44.5833","4.53333","0101000020E610000019E76F4221221240DFE00B93A94A4640",4,1
"41.14655148","22.52676076","0101000020E61000001F040DCBD9863640E4E3EA32C2924440",4,3
"50.9434412","6.877698","0101000020E6100000F50EB743C3821B4079D965AEC2784940",4,1
"60.17111111","24.94402778","0101000020E6100000909DF9CDABF1384054B706F8E6154E40",4,4
"44.80964112","20.45605897","0101000020E61000008C32D947C0743440CBF2F951A2674640",4,2
"49.34619","11.76019","0101000020E6100000137EA99F37852740E31934F44FAC4840",4,1
"36.59625","-6.24677","0101000020E610000022895E46B1FC18C0B81E85EB514C4240",4,1
"51.0333","13.7333","0101000020E61000004850FC1873772B40787AA52C43844940",4,4
"41.929705","12.4745488","0101000020E61000004CB6700FF8F22840BEF6CC9200F74440",4,1
"45.4333","10.9833","0101000020E61000004850FC1873F72540ACADD85F76B74640",4,3
"37.28782669","13.52924746","0101000020E6100000D461E885F90E2B40A43B4681D7A44240",4,1
"52.5098686","13.4296103","0101000020E6100000AC0C99E1F5DB2A40EF20D15F43414A40",4,4
"38.2444","21.7344","0101000020E6100000B22E6EA301BC35403A92CB7F481F4340",4,2
"51.50875556","-0.14743056","0101000020E61000007CC3D02C01DFC2BFD8EDF5E61EC14940",4,1
"38.2333","-1.7","0101000020E6100000333333333333FBBF12143FC6DC1D4340",4,1
"52.1953","-0.484722","0101000020E6100000A6B5696CAF05DFBF54742497FF184A40",4,3
"48.6333","13.1833","0101000020E6100000AEB6627FD95D2A40454772F90F514840",4,1
"51.23322","4.4035399","0101000020E610000042864490399D1140F6622827DA9D4940",4,3
"51.31364","9.49739","0101000020E610000002B7EEE6A9FE2240D55B035B25A84940",4,4
"50.0833","14.4333","0101000020E6100000AEB6627FD9DD2C40DFE00B93A90A4940",4,3
"38.03257","14.01382","0101000020E6100000BB0F406A13072C40556AF6402B044340",4,2
"51.51198765","-0.12269497","0101000020E6100000A3A08803F068BFBF5B5AB2CF88C14940",4,3
"43.29590064","13.73048933","0101000020E610000099DA8CB202762B402ED57912E0A54540",4,1
"50.95495495","6.89335995","0101000020E61000008B3963F3CC921B40A0B3BBF63B7A4940",4,1
"51.51971354","-0.09372498","0101000020E6100000B312EB3B5CFEB7BF50CB28F985C24940",4,3
"50.84356255","4.38260078","0101000020E6100000AB18B67FC8871140B0308EDBF96B4940",4,4
