"latitude","longitude","latlng_geom","postcount","usercount"
"41.03439062","13.94095079","0101000020E610000007644C4DC4E12B4037186EE966844440",1,1
"41.037505","28.968603","0101000020E6100000B8CEBF5DF6F73C40DF37BEF6CC844440",1,1
"41.5135827","2.24418536","0101000020E610000059E53A7417F401404C25F213BDC14440",1,1
"37.9783876","23.7213577","0101000020E6100000C037F2E5AAB83740ED670CCE3BFD4240",1,1
"51.453452","-0.2295","0101000020E6100000C74B37894160CDBF242713B70ABA4940",1,1
"38.11433889","13.37193889","0101000020E6100000325231C66EBE2A40009B20A8A20E4340",1,1
"41.03744","28.968144","0101000020E610000091D10149D8F73C40F7C77BD5CA844440",1,1
"48.86256","2.33583","0101000020E61000001D2098A3C7AF02403C6BB75D686E4840",1,1
"37.97225","23.7434","0101000020E6100000AED85F764FBE37409CC420B072FC4240",1,1
"41.95845","12.62906","0101000020E61000008B71FE2614422940F46C567DAEFA4440",1,1
"36.7667","-3.96667","0101000020E6100000CF31207BBDBB0FC0EEEBC03923624240",1,1
"51.50452838","-0.01946813","0101000020E61000001838A81674EF93BF7F00CE6294C04940",1,1
"51.4889","-0.229735","0101000020E6100000478FDFDBF467CDBFD881734694BE4940",1,1
"51.50453455","-0.12547412","0101000020E6100000077BF234890FC0BFDEF98F9694C04940",1,1
"40.4477219","-3.7092251","0101000020E6100000C50490357EAC0DC0FB1983F34E394440",1,1
"43.30025","13.45330278","0101000020E61000005F924E4D17E82A40DF4F8D976EA64540",1,1
"41.037863","28.968756","0101000020E6100000C4CDA96400F83C403E5DDDB1D8844440",1,1
"52.31232","4.9442199","0101000020E6100000F8EDDA94E1C6134080F10C1AFA274A40",1,1
"36.87883949","30.66285219","0101000020E6100000C9215EAEB0A93E40DDFDF9CF7D704240",1,1
"40.6833","14.9333","0101000020E6100000AEB6627FD9DD2D40ACADD85F76574440",1,1
"39.5718055","2.65053726","0101000020E6100000503C04E14C340540231631EC30C94340",1,1
"52.2833","7.45","0101000020E6100000CDCCCCCCCCCC1D40787AA52C43244A40",1,1
"51.50322349","-0.10729747","0101000020E610000050F297D4D877BBBF831098A069C04940",1,1
"52.51683444","13.37874096","0101000020E610000017B6C955EAC12A408C9F84A127424A40",1,1
"41.037422","28.968225","0101000020E61000006B2BF697DDF73C4051137D3ECA844440",1,1
"42.6394","21.0961","0101000020E6100000462575029A183540FD87F4DBD7514540",1,1
"45.26725","12.10142","0101000020E610000015527E52ED33284091ED7C3F35A24640",1,1
"52.3578864","4.87977992","0101000020E61000005B4F0007E584134072D7B738CF2D4A40",1,1
"41.037585","28.9681","0101000020E6100000F241CF66D5F73C40FBE8D495CF844440",1,1
"40.40788","-3.68885","0101000020E6100000FBCBEEC9C3820DC0A3586E6935344440",1,1
"43.47415269","-3.79141313","0101000020E6100000CBCC3768D0540EC0226E0C09B1BC4540",1,1
"37.02127761","22.14239258","0101000020E6100000064B12D773243640248B8739B9824240",1,1
"50.74291155","-1.89634297","0101000020E61000006464E2B96B57FEBF0C89C5B9175F4940",1,1
"37.9812012","23.7552109","0101000020E61000002E15658055C13740E2653C0098FD4240",1,1
"50.821111","-0.146111","0101000020E610000054FD4AE7C3B3C2BF64B14D2A1A694940",1,1
"49.11976484","6.17589569","0101000020E6100000BB3AF0FF1DB418405E814B74548F4840",1,1
"51.5115012","-0.0930811","0101000020E61000003E2E60B829D4B7BFB0EE0EDF78C14940",1,1
"41.037112","28.968481","0101000020E610000021CCED5EEEF73C4003250516C0844440",1,1
"41.037661","28.968751","0101000020E6100000A1F7C61000F83C40D6AA5D13D2844440",1,1
"41.037442","28.968716","0101000020E6100000A81C93C5FDF73C4098BF42E6CA844440",1,1
"41.037683","28.968115","0101000020E61000005DC47762D6F73C40BE4EEACBD2844440",1,1
"41.037526","28.968621","0101000020E61000000438BD8BF7F73C40F65FE7A6CD844440",1,1
"41.037201","28.968923","0101000020E61000009B5775560BF83C4073309B00C3844440",1,1
"41.03728","28.96835","0101000020E6100000E4141DC9E5F73C40BF654E97C5844440",1,1
"41.037853","28.968126","0101000020E61000004568041BD7F73C401A87FA5DD8844440",1,1
"41.037134","28.968463","0101000020E6100000D462F030EDF73C40EBC891CEC0844440",1,1
"60.16701","24.93389","0101000020E6100000BB0F406A13EF38406F0D6C9560154E40",1,1
"37.9630775","23.7263966","0101000020E6100000F4ECA820F5B93740B8019F1F46FB4240",1,1
"41.88598048","12.49242484","0101000020E61000007913CF1B1FFC2840483FF1CE67F14440",1,1
"52.35444444","4.85527778","0101000020E6100000C66138F0CD6B13404706776F5E2D4A40",1,1
"52.1080052","20.8343227","0101000020E610000078CF262C96D5344023E6481DD30D4A40",1,1
"48.89417336","2.39320413","0101000020E61000005E04F83448250340C513CD4574724840",1,1
"47.08333333","-1.66666667","0101000020E610000049BB8FABAAAAFABF2682A3AAAA8A4740",1,1
"41.8795306","12.3946649","0101000020E61000001BC28C8411CA2840676A6D7594F04440",1,1
"45.7240336","9.898108","0101000020E61000004C8DD0CFD4CB2340429A0C22ADDC4640",1,1
"44.49552576","11.34269714","0101000020E61000002977E1FF75AF264045C35A636D3F4640",1,1
"55.8609408","-4.24778178","0101000020E61000002494C681BAFD10C063E5E14E33EE4B40",1,1
"41.037378","28.968834","0101000020E6100000BC40498105F83C4081CB63CDC8844440",1,1
"38.71003","-9.13646","0101000020E6100000A06CCA15DE4522C0E6965643E25A4340",1,1
"38.48126","-0.42223","0101000020E610000012F758FAD005DBBFBD6F7CED993D4340",1,1
"39.47699","-0.37643","0101000020E61000000FEECEDA6D17D8BF704221020EBD4340",1,1
"41.037859","28.968397","0101000020E6100000658BA4DDE8F73C40FC6D4F90D8844440",1,1
"52.3492783","4.9165595","0101000020E61000003A5AD5928EAA1340EBD9BD26B52C4A40",1,1
"55.95035333","-2.83628333","0101000020E6100000DF518450B5B006C052FF8B2DA5F94B40",1,1
"41.037615","28.968296","0101000020E6100000FDD8243FE2F73C40666B7D91D0844440",1,1
"51.544","-0.1027","0101000020E61000005F984C158C4ABABF1283C0CAA1C54940",1,1
"38.48444444","27.14055556","0101000020E61000009178FD72FB233B40B7438146023E4340",1,1
"41.90061","12.50909","0101000020E6100000F870C971A7042940AC39403047F34440",1,1
"43.35638","12.58388","0101000020E6100000B493C151F22A294068791EDC9DAD4540",1,1
"37.97103811","23.72442995","0101000020E6100000307EBF3D74B9374051CF0EFA4AFC4240",1,1
"50.56888486","9.02969068","0101000020E61000002731E79D330F2240DC711638D1484940",1,1
"41.037864","28.968817","0101000020E610000010CF126404F83C400ED940BAD8844440",1,1
"38.58333333","22.66666667","0101000020E6100000B5FBB8AAAAAA36402682A3AAAA4A4340",1,1
"41.037118","28.968359","0101000020E61000008AC91B60E6F73C40E50B5A48C0844440",1,1
"51.99501","4.21057","0101000020E61000002B137EA99FD71040B398D87C5CFF4940",1,1
"48.8362399","2.32317","0101000020E6100000F6622827DA9502401F0EB7E8096B4840",1,1
"48.78301135","9.18035265","0101000020E61000006EFEBA2E575C2240CB5246B739644840",1,1
"41.86415764","-0.57669889","0101000020E61000006510063B5174E2BFBC31B1B79CEE4440",1,1
"50.84490446","2.89224047","0101000020E6100000968AB6F84E230740E7F84FD4256C4940",1,1
"53.821","-1.792","0101000020E610000079E9263108ACFCBF0C022B8716E94A40",1,1
"57.31685265","25.2734095","0101000020E61000006CEA3C2AFE45394052B3ACA08EA84C40",1,1
"47.99501","7.85269","0101000020E610000045813E9127691F40B398D87C5CFF4740",1,1
"39.65658","-0.22496","0101000020E6100000963E74417DCBCCBF959A3DD00AD44340",1,1
"50.85","5.68333","0101000020E6100000B28009DCBABB1640CDCCCCCCCC6C4940",1,1
"55.6","13","0101000020E61000000000000000002A40CDCCCCCCCCCC4B40",1,1
"46.2277232","6.1422307","0101000020E6100000E1F2B3ECA49118402E45A808261D4740",1,1
"41.037311","28.968356","0101000020E6100000A8E2C62DE6F73C40FA635A9BC6844440",1,1
"41.037613","28.968155","0101000020E610000079758E01D9F73C40C573B680D0844440",1,1
"51.51291081","-0.13991274","0101000020E610000009004C21A9E8C1BF815BB90FA7C14940",1,1
"41.0365899","28.98545","0101000020E6100000DCD7817346FC3C4095EE53FAAE844440",1,1
"37.95950865","23.71798153","0101000020E6100000677B36A3CDB7374053FDEF2DD1FA4240",1,1
"47.5539599","21.62158","0101000020E610000002D9EBDD1F9F3540D1E57228E8C64740",1,1
"50.8473115","4.3524119","0101000020E610000088E244AADE6811402A0307B4746C4940",1,1
"48.867","2.40717","0101000020E61000006E4C4F58E2410340E5D022DBF96E4840",1,1
"53.38935099","-2.03685616","0101000020E610000062D90E3E7B4B00C08C5BD440D6B14A40",1,1
"41.037936","28.968922","0101000020E6100000FA5FAE450BF83C40A8AB3B16DB844440",1,1
"41.037982","28.968446","0101000020E610000028F1B913ECF73C4018EB1B98DC844440",1,1
"46.7935403","-2.0622115","0101000020E6100000187B2FBE687F00C06D4782BA92654740",1,1
"42.3833","9.5","0101000020E61000000000000000002340454772F90F314540",1,1
"41.4833","-0.533333","0101000020E610000009151C5E1011E1BF12143FC6DCBD4440",1,1
"41.037181","28.968821","0101000020E610000092AD2EA704F83C402B84D558C2844440",1,1
"41.11821174","29.02293116","0101000020E6100000644206D1DE053D40D1A6F28F218F4440",1,1
"41.037864","28.968555","0101000020E610000095607138F3F73C400ED940BAD8844440",1,1
"43.25","-2.96667","0101000020E6100000CF31207BBDBB07C00000000000A04540",1,1
"41.037171","28.968842","0101000020E6100000C1FD800706F83C4008AEF204C2844440",1,1
"41.037699","28.968528","0101000020E6100000A2427573F1F73C40C40B2252D3844440",1,1
"41.037243","28.968379","0101000020E61000001822A7AFE7F73C40A180ED60C4844440",1,1
"41.037196","28.968652","0101000020E61000007A34D593F9F73C4061C5A9D6C2844440",1,1
"41.037403","28.968496","0101000020E61000008B4E965AEFF73C40DAE21A9FC9844440",1,1
"48.8613803","2.3174052","0101000020E610000089A4CCBC0B8A024097F5ACB5416E4840",1,1
"51.5317","-0.06661","0101000020E6100000CC28965B5A0DB1BF40A4DFBE0EC44940",1,1
"45.4605979","9.2289904","0101000020E61000002832CE3A3E7522409B8D3ADFF4BA4640",1,1
"51.07017271","-1.80156211","0101000020E6100000A59A82CA32D3FCBFC7425B6BFB884940",1,1
"54.589937","9.447864","0101000020E61000008A1C226E4EE52240A5D93C0E834B4B40",1,1
"41.10838422","29.01058737","0101000020E610000091E697DAB5023D40B726BC88DF8D4440",1,1
"51.5136143","-0.1365486","0101000020E61000005744A8AD6C7AC1BF04A1061DBEC14940",1,1
"40.4467565","-3.8999311","0101000020E6100000F83999130F330FC0416326512F394440",1,1
"41.7229848","12.29749","0101000020E61000002AC6F99B50982840A7C013C48ADC4440",1,1
"41.03351197","28.97707343","0101000020E6100000FBA3FB7B21FA3C405796C71E4A844440",1,1
"52.07982854","4.31614221","0101000020E6100000355793C8BA431140314B54D2370A4A40",1,1
"57.20045222","-2.20374243","0101000020E6100000B4420DB643A101C0C2A7186BA8994C40",1,1
"51.2284958","2.91072042","0101000020E610000057989DC927490740FD22B2593F9D4940",1,1
"41.03734","28.968461","0101000020E61000009373620FEDF73C40946A9F8EC7844440",1,1
"41.03743","28.968943","0101000020E610000029B000A60CF83C40D4F19881CA844440",1,1
"41.037117","28.96893","0101000020E6100000001DE6CB0BF83C401590F63FC0844440",1,1
"41.037619","28.968379","0101000020E61000001822A7AFE7F73C40A75A0BB3D0844440",1,1
"41.037725","28.968839","0101000020E6100000DF162CD505F83C40ED9E3C2CD4844440",1,1
"41.037555","28.968279","0101000020E61000005167EE21E1F73C4090662C9ACE844440",1,1
"41.037695","28.96887","0101000020E6100000551344DD07F83C40821C9430D3844440",1,1
"41.037503","28.968861","0101000020E6100000AF5E454607F83C403E40F7E5CC844440",1,1
"41.037245","28.968407","0101000020E6100000AC376A85E9F73C404278B471C4844440",1,1
"41.037875","28.968499","0101000020E61000006E35EB8CEFF73C40022B8716D9844440",1,1
"41.037917","28.968365","0101000020E61000004E97C5C4E6F73C40317BD976DA844440",1,1
"41.037396","28.968806","0101000020E6100000282B86AB03F83C4028806264C9844440",1,1
"41.037907","28.968801","0101000020E61000000455A35703F83C400DA5F622DA844440",1,1
"41.037648","28.968934","0101000020E610000083FB010F0CF83C40416150A6D1844440",1,1
"41.03759","28.968918","0101000020E6100000778192020BF83C400D54C6BFCF844440",1,1
"41.037455","28.968433","0101000020E6100000FF5D9F39EBF73C402D095053CB844440",1,1
"41.037939","28.968528","0101000020E6100000A2427573F1F73C40191F662FDB844440",1,1
"41.03735","28.968289","0101000020E61000009813B4C9E1F73C40B84082E2C7844440",1,1
"38.0141924","23.5952621","0101000020E61000005C0CD4186398374006ED7A0ED1014340",1,1
"51.219811","6.784328","0101000020E61000002E5915E126231B40892650C4229C4940",1,1
"52.51202","6.09208","0101000020E6100000757632384A5E1840EF7211DF89414A40",1,1
"41.037376","28.968932","0101000020E6100000410C74ED0BF83C40E1D39CBCC8844440",1,1
"37.8833","-4.76667","0101000020E61000001B4CC3F0111113C0454772F90FF14240",1,1
"41.037803","28.968592","0101000020E6100000D02A33A5F5F73C4068588CBAD6844440",1,1
"45.4355","12.31154","0101000020E6100000ACCABE2B829F284039B4C876BEB74640",1,1
"41.037787","28.968939","0101000020E6100000A6D1E4620CF83C40639B5434D6844440",1,1
"45.4604213","9.2296699","0101000020E61000004DC00A4B97752240DFF0CC15EFBA4640",1,1
"51.50559799","-0.09036397","0101000020E61000006B00E3D71722B7BF96FC576FB7C04940",1,1
"41.037674","28.968328","0101000020E610000014CD0358E4F73C406BF46A80D2844440",1,1
"38.4319264","27.13760839","0101000020E610000089B4AE4D3A233B40B723415D49374340",1,1
"51.5888695","-0.0309144","0101000020E61000009EDFE64306A89FBF520E661360CB4940",1,1
"41.037653","28.968231","0101000020E61000002FF99FFCDDF73C4053CC41D0D1844440",1,1
"51.9833","-3.23333","0101000020E6100000CB67791EDCDD09C012143FC6DCFD4940",1,1
"37.9811046","23.7576944","0101000020E6100000C25C9C42F8C13740437AE5D594FD4240",1,1
"47.05002666","8.30196866","0101000020E6100000E03BDEA29B9A204066500A4667864740",1,1
"60.16526047","24.94895187","0101000020E6100000C7207F82EEF238405DFC4C4127154E40",1,1
"49.38288964","3.51607561","0101000020E6100000BDB4D93FEC200C407CE3188702B14840",1,1
"52.69503","6.19009","0101000020E6100000C22FF5F3A6C2184094DE37BEF6584A40",1,1
"41.3712392","2.1600203","0101000020E6100000A19119B9B8470140217F1FC484AF4440",1,1
"37.5667","-6.75","0101000020E61000000000000000001BC0545227A089C84240",1,1
"43.70666282","10.39733648","0101000020E61000002C37E6AF6FCB24407D9962ED73DA4540",1,1
"41.037887","28.968926","0101000020E61000007D3ECA880BF83C40C6F8307BD9844440",1,1
"43.2141748","1.17258321","0101000020E6100000849EAC9CE6C2F23F4DD070146A9B4540",1,1
"43.4258139","5.2793269","0101000020E61000007F92F1DE071E15405357E31181B64540",1,1
"44.7","8.03333","0101000020E61000008CF337A1101120409A99999999594640",1,1
"41.037144","28.968346","0101000020E610000061360186E5F73C400E9F7422C1844440",1,1
"41.902282","12.4533215","0101000020E6100000B72572C119E828407EE200FA7DF34440",1,1
"43.1111416","12.3745372","0101000020E610000055450257C3BF2840D19C50E3398E4540",1,1
"52.59770788","13.35538311","0101000020E6100000650066C6F4B52A40AC941AB1814C4A40",1,1
"41.037121","28.968965","0101000020E6100000F9F719170EF83C40567F8461C0844440",1,1
"41.037538","28.968166","0101000020E610000061191BBAD9F73C40BA2D910BCE844440",1,1
"41.037627","28.968166","0101000020E610000061191BBAD9F73C402A3927F6D0844440",1,1
"50.9433975","6.8774605","0101000020E610000092205C0185821B4068D0D03FC1784940",1,1
"41.037598","28.968763","0101000020E610000029931ADA00F83C409032E202D0844440",1,1
"41.03738","28.968375","0101000020E610000096438B6CE7F73C4022C32ADEC8844440",1,1
"55.58583333","13.01527778","0101000020E610000035E93A7DD2072A40DEA02896FCCA4B40",1,1
"53.8593","8.6879","0101000020E610000039D6C56D34602140F5B9DA8AFDED4A40",1,1
"51.47781052","0.07776379","0101000020E610000058EEDCE653E8B33FD98A26E528BD4940",1,1
"44.93833333","6.74888889","0101000020E61000000C8DABBADCFE1A40638C7A4E1B784640",1,1
"48.8601","2.3635799","0101000020E610000015DD1F949CE8024012A5BDC1176E4840",1,1
"45.72254","4.91615","0101000020E6100000EEEBC03923AA1340A306D3307CDC4640",1,1
"37.90736","23.72225","0101000020E610000037894160E5B837406AD95A5F24F44240",1,1
"51.2","6.68333","0101000020E6100000B28009DCBABB1A409A99999999994940",1,1
"41.037966","28.968657","0101000020E61000009E0AB8E7F9F73C40122EE411DC844440",1,1
"50.85238974","4.40352173","0101000020E6100000264DE6CC349D11407B5F641B1B6D4940",1,1
"41.037131","28.968637","0101000020E610000010B22C98F8F73C407A5567B5C0844440",1,1
"45.36004626","25.54091692","0101000020E6100000C8400188798A3940A1DFEFFE15AE4640",1,1
"51.5234103","-0.0405323","0101000020E6100000A502DD4DA6C0A4BFDD71D41BFFC24940",1,1
"41.037418","28.968547","0101000020E610000090A339B2F2F73C401024EF1CCA844440",1,1
"41.8282764","-0.81204646","0101000020E6100000D50A91DB48FCE9BF390609F604EA4440",1,1
"51.51348462","-0.13620044","0101000020E61000008D1AC019046FC1BF12F330DDB9C14940",1,1
"41.037836","28.968673","0101000020E6100000A98427F4FAF73C40444E5FCFD7844440",1,1
"41.037737","28.968104","0101000020E61000007520EBA9D5F73C40B16CE690D4844440",1,1
"41.037623","28.968522","0101000020E6100000DE74CB0EF1F73C40E94999D4D0844440",1,1
"41.037892","28.96894","0101000020E610000047C9AB730CF83C40D86322A5D9844440",1,1
"41.037343","28.96889","0101000020E6100000E36BCF2C09F83C4005DEC9A7C7844440",1,1
"41.037811","28.968138","0101000020E6100000CD0358E4D7F73C40EB36A8FDD6844440",1,1
"41.037379","28.968645","0101000020E6100000156F641EF9F73C405247C7D5C8844440",1,1
"41.037643","28.968281","0101000020E610000093567C43E1F73C4030F65E7CD1844440",1,1
"41.03741","28.968758","0101000020E610000006BD378600F83C408D45D3D9C9844440",1,1
"41.037123","28.968956","0101000020E610000052431B800DF83C40F7764B72C0844440",1,1
"41.037921","28.968114","0101000020E6100000BCCCB051D6F73C40726A6798DA844440",1,1
"41.037652","28.968756","0101000020E6100000C4CDA96400F83C408350DEC7D1844440",1,1
"41.037696","28.968162","0101000020E6100000DE3AFF76D9F73C405298F738D3844440",1,1
"41.037579","28.968614","0101000020E61000009F724C16F7F73C4019028063CF844440",1,1
"41.037575","28.968574","0101000020E610000083C13577F4F73C40D712F241CF844440",1,1
"41.037195","28.968504","0101000020E6100000910BCEE0EFF73C40904946CEC2844440",1,1
"41.037465","28.968459","0101000020E61000005184D4EDECF73C4050DF32A7CB844440",1,1
"41.037827","28.968519","0101000020E6100000FC8D76DCF0F73C40F1F3DF83D7844440",1,1
"41.037997","28.968906","0101000020E6100000EFE53E390AF83C404D2CF015DD844440",1,1
"41.037472","28.968116","0101000020E6100000FDBB3E73D6F73C400342EBE1CB844440",1,1
"41.037468","28.968269","0101000020E61000000ABB287AE0F73C40C1525DC0CB844440",1,1
"41.037349","28.968219","0101000020E6100000A75D4C33DDF73C40E7C41EDAC7844440",1,1
"41.037226","28.968419","0101000020E610000035D3BD4EEAF73C40CB4752D2C3844440",1,1
"41.037927","28.968272","0101000020E6100000ECA17DACE0F73C405551BCCADA844440",1,1
"41.037306","28.968477","0101000020E61000009EEDD11BEEF73C40E8F86871C6844440",1,1
"41.037284","28.968477","0101000020E61000009EEDD11BEEF73C400055DCB8C5844440",1,1
"51.5308743","-0.01027843","0101000020E6100000DD40A285DB0C85BFB96466B0F3C34940",1,1
"52.95800586","-1.1524287","0101000020E6100000798C97135970F2BFC6099FEF9F7A4A40",1,1
"51.26147175","6.73264503","0101000020E61000002FB5AD7F3AEE1A40F88903E877A14940",1,1
"38.428683","27.136495","0101000020E610000049111956F1223B40F3ACA415DF364340",1,1
"50.9433538","6.8774642","0101000020E6100000AAA4A9F985821B4056C73BD1BF784940",1,1
"41.8960924","12.4803569","0101000020E6100000DED0EF56F1F52840DA18E027B3F24440",1,1
"41.40208","2.18392","0101000020E61000007FA4880CAB7801401630815B77B34440",1,1
"53.52944186","9.96134333","0101000020E6100000CD27653135EC2340ADEA38C0C4C34A40",1,1
"43.3833","11.2","0101000020E61000006666666666662640454772F90FB14540",1,1
"41.1575","28.86833333","0101000020E61000007460D6174BDE3C405C8FC2F528944440",1,1
"41.65387","-4.72437","0101000020E610000068D0D03FC1E512C0F2EA1C03B2D34440",1,1
"41.08575606","14.26008224","0101000020E61000000E24D67F29852C402191F80DFA8A4440",1,1
"48.535556","1.995278","0101000020E610000045DAC69FA8ECFF3F9A9658198D444840",1,1
"43.4","13.5333","0101000020E6100000E2E995B20C112B403333333333B34540",1,1
"41.037712","28.968594","0101000020E6100000111AC1C6F5F73C4058552FBFD3844440",1,1
"48.76638889","2.40777778","0101000020E6100000781529FF20430340AC48F90719624840",1,1
"38","23.5833","0101000020E6100000BEC11726539537400000000000004340",1,1
"41.037545","28.968785","0101000020E6100000F9DA334B02F83C406D904946CE844440",1,1
"41.037874","28.968755","0101000020E610000024D6E25300F83C4032AF230ED9844440",1,1
"50.9433589","6.8776455","0101000020E610000020ED7F80B5821B40FDF103FCBF784940",1,1
"50.9433182","6.8775046","0101000020E6100000B65BDC9090821B405D5C99A6BE784940",1,1
"45.5333","9.4","0101000020E6100000CDCCCCCCCCCC2240787AA52C43C44640",1,1
"41.037279","28.968731","0101000020E6100000129F3BC1FEF73C40EEE9EA8EC5844440",1,1
"50.9434134","6.8776943","0101000020E6100000DE8A694BC2821B40D8CD31C5C1784940",1,1
"41.037866","28.968122","0101000020E6100000C289E8D7D6F73C40AFD007CBD8844440",1,1
"41.26429","15.89863","0101000020E6100000B2683A3B19CC2F4076543541D4A14440",1,1
"41.037216","28.968904","0101000020E6100000ADF6B0170AF83C40A8716F7EC3844440",1,1
"48.74361111","2.39277778","0101000020E610000059903DAD6824034036321BA62E5F4840",1,1
"39.678919","-0.2247039","0101000020E6100000CA4EE4EE18C3CCBF07D15AD1E6D64340",1,1
"51.49274732","-0.11981147","0101000020E610000076EF55E9F6ABBEBFBB4B1C5812BF4940",1,1
"50.9433986","6.8775438","0101000020E6100000F23A87D79A821B40CD0B0B49C1784940",1,1
"41.05831","28.98083","0101000020E610000089EFC4AC17FB3C40CF83BBB376874440",1,1
"50.943379","6.8775538","0101000020E61000000FEC9D769D821B40D95DA0A4C0784940",1,1
"43.47109613","-3.67224138","0101000020E61000007AF1B016C0600DC0A3CFC3E04CBC4540",1,1
"39.5488935","2.632067","0101000020E6100000F20BAF24790E054055BE672442C64340",1,1
"51.4167","-0.833333","0101000020E6100000A3AEB5F7A9AAEABF211FF46C56B54940",1,1
"41.889444","12.469722","0101000020E6100000666CE8667FF02840CCCF0D4DD9F14440",1,1
"41.88276","12.54346","0101000020E61000004A5E9D6340162940C51B9947FEF04440",1,1
"43.35662","-4.04553","0101000020E610000091F2936A9F2E10C0BD8C62B9A5AD4540",1,1
"38.12784225","13.3635067","0101000020E6100000F7C0D88C1DBA2A40066685225D104340",1,1
"41.0376","28.968629","0101000020E61000000AF5F411F8F73C40302AA913D0844440",1,1
"41.037651","28.968617","0101000020E61000008159A148F7F73C40B2D47ABFD1844440",1,1
"50.9433362","6.8774706","0101000020E610000055CE28A787821B400311983DBF784940",1,1
"37.3886211","-5.9821551","0101000020E610000000660811BAED17C08D841156BEB14240",1,1
"48.21419519","16.35444122","0101000020E61000001C41E8A8BC5A304058017CBF6A1B4840",1,1
"50.93093166","5.32742958","0101000020E6100000405F27B3494F15406841C5C428774940",1,1
"41.037159","28.968464","0101000020E6100000755AB741EDF73C4044E048A0C1844440",1,1
"41.037731","28.968877","0101000020E6100000BAD8B45208F83C40CF85915ED4844440",1,1
"41.037566","28.968193","0101000020E61000005437177FDBF73C4084B872F6CE844440",1,1
"41.037488","28.968761","0101000020E6100000E8A38CB800F83C4009FF2268CC844440",1,1
"41.037127","28.968859","0101000020E61000006D6FB72407F83C403866D993C0844440",1,1
"41.037882","28.968235","0101000020E6100000B2D7BB3FDEF73C40B58D3F51D9844440",1,1
"41.037483","28.968707","0101000020E61000000168942EFDF73C40F793313ECC844440",1,1
"41.037209","28.968476","0101000020E6100000FDF50A0BEEF73C40F50EB743C3844440",1,1
"41.037929","28.968564","0101000020E61000003C1570CFF3F73C40F54883DBDA844440",1,1
"41.037652","28.968226","0101000020E61000000C23BDA8DDF73C408350DEC7D1844440",1,1
"50.74282299","-1.89618843","0101000020E61000001675DEADC956FEBF2B62E0D2145F4940",1,1
"53.417","-2.189","0101000020E6100000508D976E128301C04C37894160B54A40",1,1
"59.34721045","18.03844051","0101000020E6100000A44ABD3CD70932402BCA5B6471AC4D40",1,1
"41.037228","28.968252","0101000020E61000005E49F25CDFF73C406C3F19E3C3844440",1,1
"52.6634406","-8.62773849","0101000020E610000019FB79F0664121C058EB1F9FEB544A40",1,1
"50.82882883","3.25194149","0101000020E6100000B07160E6F9030A407D6A2710176A4940",1,1
"50.34472222","30.89333333","0101000020E6100000DBC63C7EB1E43E40618D92DB1F2C4940",1,1
"41.38561","2.16873","0101000020E610000028D53E1D8F5901405A8121AB5BB14440",1,1
"48.93","2.3575","0101000020E61000005C8FC2F528DC0240D7A3703D0A774840",1,1
"60.17021051","24.92418169","0101000020E6100000AD1CD62B97EC384057F13E75C9154E40",1,1
"49.2","2.46667","0101000020E6100000CF31207BBDBB03409A99999999994840",1,1
"41.037564","28.968215","0101000020E6100000247F30F0DCF73C40E4C0ABE5CE844440",1,1
"47.21072","-1.64859","0101000020E6100000C63368E89F60FABF7B4E7ADFF89A4740",1,1
"41.61062","-4.7519","0101000020E61000001973D712F20113C04A24D1CB28CE4440",1,1
"52.2196631","21.0094769","0101000020E61000004591FF136D023540A951A3EB1D1C4A40",1,1
"43.61922855","13.5093735","0101000020E6100000EBE5779ACC042B40F07F91E142CF4540",1,1
"41.037623","28.96896","0101000020E6100000D52137C30DF83C40E94999D4D0844440",1,1
"50.08028","14.41995","0101000020E610000010E9B7AF03D72C40EE42739D460A4940",1,1
"40.6583","23.4033","0101000020E6100000107A36AB3E673740787AA52C43544440",1,1
"54.69174","25.30653","0101000020E61000002D3E05C0784E3940E3AAB2EF8A584B40",1,1
"41.03797","28.968289","0101000020E61000009813B4C9E1F73C40541D7233DC844440",1,1
"51.51980328","-0.11881557","0101000020E610000051D5677BB26ABEBF0DFAF3E988C24940",1,1
"51.89702","-8.4667","0101000020E61000001E166A4DF3EE20C0D0ED258DD1F24940",1,1
"48.85103","2.42287","0101000020E610000019ADA3AA096203401BF5108DEE6C4840",1,1
"37.993056","23.730556","0101000020E610000086E5CFB705BB37405D8C81751CFF4240",1,1
"50.9433985","6.8776599","0101000020E6100000E30ADE46B9821B40384C3448C1784940",1,1
"50.9433491","6.8776368","0101000020E61000007B10A738B3821B40039BCEA9BF784940",1,1
"41.037631","28.968638","0101000020E6100000B0A9F3A8F8F73C406B28B517D1844440",1,1
"38.7351","-9.1320599","0101000020E6100000DF39EF5A9D4322C012A5BDC1175E4340",1,1
"54.40174531","13.61414422","0101000020E6100000D8DA771C713A2B40BDE2EB636C334B40",1,1
"50.9433687","6.8776386","0101000020E610000033D472B1B3821B40F748394EC0784940",1,1
"51.50477581","-0.01856089","0101000020E6100000317C233EA00193BF86E1657E9CC04940",1,1
"51.5180112","-0.1229056","0101000020E610000034C97ECCBD76BFBF197BE5304EC24940",1,1
"55.90951712","-3.23245186","0101000020E610000045C184B80FDC09C0ABC6960E6BF44B40",1,1
"50","8.27111","0101000020E6100000B43C0FEECE8A20400000000000004940",1,1
